filename,bug_fixes,avg_len,unique
LiteralTemplate.java,0,8.666666666666666,3
AbstractAsyncTypeReturnsNull.java,0,15.714285714285714,7
BugCheckerRefactoringTestHelper.java,2,10.25,35
StringLiteralTest.java,0,7.857142857142857,6
TopLevelAnalysis.java,0,13.666666666666666,3
DeadExceptionTest.java,9,19.333333333333332,6
UForLoop.java,0,9.2,10
SizeGreaterThanOrEqualsZeroTest.java,3,23.0,5
DepAnnTest.java,4,13.857142857142858,7
MultipleTopLevelClassesWithErrors.java,0,5.7,6
NullnessMatcher.java,0,13.4,5
HashtableContains.java,1,8.875,16
UnusedAnonymousClassTest.java,1,14.636363636363637,11
GetClassOnClassTest.java,0,14.6,5
SourceFileTest.java,0,11.714285714285714,14
WaitNotInLoopTest.java,3,14.2,5
JUnit4TestNotRunNegativeCase4.java,0,22.0,2
ErrorProneCompiler.java,10,10.916666666666666,37
UDoWhileLoop.java,0,9.625,8
OverridesPositiveCase1.java,0,8.90625,17
ComparisonOutOfRange.java,13,11.366666666666667,28
CheckReturnValue.java,5,12.2,23
InjectAssistedInjectAndInjectOnConstructors.java,5,25.272727272727273,11
DescriptionTest.java,5,12.666666666666666,12
AssertTemplateExample.java,0,14.0,2
AssertTemplateExample.java,0,14.0,2
JUnit3TestNotRunTest.java,3,16.0,9
PreconditionsInvalidPlaceholderPositiveCase1.java,0,17.0,4
Repeated.java,0,8.0,1
BugPatternValidator.java,3,15.0,6
JUnit4SetUpNotRunNegativeCases.java,0,12.416666666666666,12
ArrayHashCodeNegativeCases.java,0,14.076923076923077,11
ParameterMatcherImpl.java,1,9.0,7
BlockPlaceholderTemplate.java,0,9.142857142857142,6
IfFallthroughTemplateExample.java,0,11.6,4
IfFallthroughTemplateExample.java,0,11.6,4
ULabeledStatementTest.java,0,14.0,3
UForLoopTest.java,0,11.0,3
ConstantPropagationAnalysis.java,0,15.25,4
InjectMoreThanOneScopeAnnotationOnClass.java,5,22.0,7
UnlockMethod.java,0,8.5,2
SelfEqualsTest.java,4,15.076923076923077,12
PreconditionsCheckNotNullNegativeCase1.java,0,16.25,4
UnsuppressiblePositiveCases.java,0,22.5,2
InstanceMethodTest.java,1,21.875,8
IfFallthroughTemplate.java,0,10.666666666666666,3
ConstructorOfClassTest.java,0,14.0,14
SubContextTest.java,0,6.714285714285714,12
Diff.java,0,13.0,3
UnsynchronizedOverridesSynchronizedTest.java,0,15.666666666666666,6
MockitoUsageTest.java,1,19.333333333333332,12
TryFailThrowablePositiveCases.java,0,18.3125,16
TypeParameterUnusedInFormals.java,2,10.882352941176471,34
MissingFailNegativeCases.java,0,22.986486486486488,66
WrongParameterPackageNegativeCases.java,0,14.0,5
UWhileLoop.java,0,9.125,8
PlaceholderAllowsIdentityTemplateExample.java,0,16.285714285714285,6
PlaceholderAllowsIdentityTemplateExample.java,0,16.285714285714285,6
IfTemplate.java,0,9.666666666666666,3
AllowCodeBetweenLines.java,0,21.0,1
ErrorProneJavacJavaCompiler.java,2,12.125,8
